mid_date, v [m/yr], satellite, dt (days)
2018-07-20,6425, Sentinel 1,6
2017-05-29,6084, Sentinel 1,12
2019-02-16,6105, Sentinel 1,6
2022-03-27,6412, Sentinel 2,10
2018-08-13,6424, Sentinel 1,6
2016-12-29,5119, Sentinel 1,6
2022-04-28,6247, Sentinel 2,10
2019-08-09,5922, Sentinel 1,6
2022-06-15,6075, Sentinel 2,10
2018-08-25,6499, Sentinel 2,5
2022-09-14,5852, Sentinel 1,12
2017-01-07,5372, Sentinel 1,12
2021-01-30,4987, Sentinel 1,6
2017-11-17,6118, Sentinel 1,6
2022-06-25,6180, Sentinel 2,5
2018-07-08,6293, Sentinel 1,6
2020-10-19,5826, Sentinel 1,6
2019-10-08,5335, Sentinel 1,6
2020-04-23,6555, Sentinel 1,6
2017-10-09,6173, Sentinel 2,10
2019-07-11,5938, Sentinel 2,5
2016-11-04,5091, Sentinel 1,6
2017-09-08,5976, Sentinel 1,12
2018-07-26,6096, Sentinel 1,6
2021-06-29,6040, Sentinel 1,6
2021-07-04,6108, Sentinel 1,6
2020-06-06,6232, Sentinel 1,12
2020-08-03,6410, Sentinel 1,6
2021-06-08,6092, Sentinel 1,12
2021-09-02,6577, Sentinel 1,6
2018-10-04,6214, Sentinel 1,12
2021-08-31,6432, Sentinel 1,12
2018-08-12,6560, Sentinel 2,10
2021-09-08,6487, Sentinel 2,5
2019-01-04,5985, Sentinel 1,6
2022-07-21,6156, Sentinel 1,12
2021-08-26,6500, Sentinel 1,12
2022-06-22,6166, Sentinel 2,10
2020-10-26,6050, Sentinel 1,6
2018-08-06,6481, Sentinel 2,5
2016-12-10,5425, Sentinel 1,6
2019-01-12,6649, Sentinel 1,6
2020-09-16,6086, Sentinel 1,12
2022-12-05,5083, Sentinel 1,12
2022-09-11,6085, Sentinel 2,5
2021-01-07,6240, Sentinel 1,6
2018-10-25,6039, Sentinel 1,6
2020-10-31,6066, Sentinel 1,6
2021-06-03,6118, Sentinel 1,12
2017-08-24,6022, Sentinel 1,6
2018-09-18,6166, Sentinel 1,6
2021-07-20,6385, Sentinel 2,10
2018-07-23,6321, Sentinel 1,12
2022-06-22,6032, Sentinel 1,12
2016-09-26,4945, Sentinel 1,12
2019-07-19,5953, Sentinel 1,12
2020-06-12,6126, Sentinel 1,12
2021-05-07,6120, Sentinel 2,5
2021-04-16,6258, Sentinel 2,5
2021-08-11,6542, Sentinel 2,10
2021-12-02,6357, Sentinel 1,6
2020-10-08,6037, Sentinel 1,6
2021-01-13,6311, Sentinel 1,6
2020-06-03,6156, Sentinel 1,6
2016-05-24,5149, Sentinel 1,12
2017-09-17,6168, Sentinel 1,6
2019-06-13,5792, Sentinel 1,12
2019-06-19,6142, Sentinel 2,5
2017-08-28,5846, Sentinel 1,12
2019-10-31,5917, Sentinel 1,6
2019-08-11,5694, Sentinel 1,12
2020-08-05,6333, Sentinel 1,12
2017-01-04,5686, Sentinel 1,6
2022-04-21,6383, Sentinel 2,5
2017-09-26,5957, Sentinel 1,12
2019-04-20,5889, Sentinel 1,12
2018-08-26,6383, Sentinel 1,6
2019-11-18,6134, Sentinel 1,6
2020-11-07,6542, Sentinel 1,6
2020-07-18,6429, Sentinel 2,5
2019-08-08,5834, Sentinel 1,6
2021-09-15,6422, Sentinel 2,10
2017-07-20,5831, Sentinel 1,6
2017-12-05,6330, Sentinel 1,6
2016-11-07,5196, Sentinel 1,12
2021-09-26,6269, Sentinel 2,10
2022-08-14,6083, Sentinel 2,10
2021-10-04,6471, Sentinel 2,5
2019-09-23,5755, Sentinel 1,12
2022-05-15,6335, Sentinel 1,12
2020-09-17,6086, Sentinel 1,12
2022-11-06,5282, Sentinel 1,12
2018-07-11,6267, Sentinel 1,12
2020-08-11,6273, Sentinel 1,12
2018-08-22,6257, Sentinel 1,12
2017-09-24,5932, Sentinel 1,6
2021-05-15,6157, Sentinel 1,12
2019-10-25,5747, Sentinel 1,6
2020-08-25,6346, Sentinel 2,5
2020-05-04,6210, Sentinel 1,6
2022-05-26,6190, Sentinel 2,10
2021-06-10,6163, Sentinel 1,6
2018-07-14,6175, Sentinel 1,6
2020-08-16,6430, Sentinel 2,10
2017-06-19,5977, Sentinel 2,10
2020-10-23,5933, Sentinel 1,12
2017-12-17,5875, Sentinel 1,6
2021-05-02,6302, Sentinel 2,5
2018-02-05,5863, Sentinel 1,6
2018-01-29,6142, Sentinel 1,6
2021-07-26,6316, Sentinel 1,12
2018-04-21,6421, Sentinel 1,6
2017-11-22,6193, Sentinel 1,6
2021-07-09,5992, Sentinel 1,12
2022-11-25,5116, Sentinel 1,12
2021-10-14,6089, Sentinel 1,6
2017-10-30,6010, Sentinel 1,6
2021-08-07,6338, Sentinel 1,12
2016-12-22,5421, Sentinel 1,6
2020-12-07,6163, Sentinel 1,6
2018-07-06,6218, Sentinel 1,12
2022-06-27,6096, Sentinel 2,10
2018-07-19,6383, Sentinel 2,5
2016-09-14,5151, Sentinel 1,12
2016-11-06,5261, Sentinel 1,12
2019-01-28,5768, Sentinel 1,6
2021-09-23,6103, Sentinel 1,12
2017-05-14,5979, Sentinel 1,6
2017-09-23,6220, Sentinel 1,6
2021-06-13,5860, Sentinel 1,12
2022-10-18,5769, Sentinel 1,12
2019-07-31,5904, Sentinel 1,12
2020-12-08,6021, Sentinel 1,6
2018-04-22,6130, Sentinel 1,6
2019-08-17,5794, Sentinel 1,12
2021-06-20,6065, Sentinel 1,12
2021-06-23,6120, Sentinel 2,5
2021-07-05,6132, Sentinel 1,6
2018-10-01,6254, Sentinel 1,6
2021-09-19,6346, Sentinel 2,5
2018-10-18,6198, Sentinel 1,6
2019-05-14,5854, Sentinel 1,12
2022-03-30,6383, Sentinel 2,5
2021-06-02,6124, Sentinel 1,12
2018-07-16,6398, Sentinel 2,10
2017-07-26,6123, Sentinel 1,6
2021-05-09,6217, Sentinel 2,10
2020-03-11,5741, Sentinel 1,6
2021-03-13,6087, Sentinel 1,6
2020-05-26,6049, Sentinel 1,12
2017-06-05,5994, Sentinel 1,12
2018-01-30,6162, Sentinel 1,6
2018-01-24,6049, Sentinel 1,6
2020-08-15,6094, Sentinel 1,6
2017-10-29,5760, Sentinel 1,6
2016-10-26,4950, Sentinel 1,12
2016-08-09,5205, Sentinel 1,12
2016-10-05,5009, Sentinel 1,6
2018-07-09,6106, Sentinel 1,6
2017-12-23,6303, Sentinel 1,6
2018-11-06,6314, Sentinel 1,6
2020-01-13,6438, Sentinel 1,6
2018-07-27,6324, Sentinel 1,6
2020-08-29,6390, Sentinel 2,10
2020-07-09,6291, Sentinel 1,6
2020-06-01,6035, Sentinel 1,12
2017-08-22,5943, Sentinel 1,12
2016-09-02,5121, Sentinel 1,12
2018-07-30,6322, Sentinel 1,12
2019-07-16,6101, Sentinel 1,6
2019-01-23,6032, Sentinel 1,6
2019-10-26,5833, Sentinel 1,6
2020-07-27,6403, Sentinel 2,10
2022-05-06,6259, Sentinel 2,10
2021-05-11,6286, Sentinel 1,6
2022-09-05,5970, Sentinel 2,10
2021-04-23,6228, Sentinel 2,10
2021-07-08,6126, Sentinel 1,12
2018-07-03,6207, Sentinel 1,6
2019-05-27,6015, Sentinel 2,5
2017-05-23,6036, Sentinel 1,12
2021-10-09,6463, Sentinel 2,5
2018-07-18,6281, Sentinel 1,12
2020-02-11,5829, Sentinel 1,6
2020-11-06,6048, Sentinel 1,6
2021-03-30,6514, Sentinel 1,6
2021-04-06,6272, Sentinel 2,5
2020-11-24,6255, Sentinel 1,6
2018-12-06,5944, Sentinel 1,6
2017-09-27,5883, Sentinel 1,12
2020-11-13,5995, Sentinel 1,6
2020-08-17,6429, Sentinel 2,5
2021-05-14,6074, Sentinel 1,12
2017-05-20,5970, Sentinel 1,6
2021-09-17,6195, Sentinel 1,12
2020-06-22,6233, Sentinel 1,6
2017-07-08,5952, Sentinel 1,6
2015-06-16,6518, Sentinel 1,12
2022-09-30,5786, Sentinel 2,10
2018-09-30,6335, Sentinel 1,6
2021-09-15,6255, Sentinel 1,6
2019-12-19,6408, Sentinel 1,6
2020-05-05,5819, Sentinel 1,6
2020-07-10,6333, Sentinel 2,10
2018-09-15,6262, Sentinel 1,12
2021-05-06,5923, Sentinel 1,6
